index,year,month,hour,txn_type,txn_status,error_code,remitter_bank,beneficiary_bank,payer_handle,payer_app,payee_handle,payee_app,payee_requested_amount,payee_settlement_amount,difference_amount,payer_state,payee_state,cred_type,cred_subtype,time_of_day
1608,2020,5,0,Reversal,Successful,0,Indian Bank,Canara Bank,OKSBI,Google Pay,HDFCBANK,HDFC Bank Mobilebanking,6034,6034,0,Tamil Nadu,Punjab,Debit Card,Standard Debit Card,LateNight
1621,2022,8,0,Reversal,Successful,0,ESAF Small Finance Bank,ICICI Bank,UNIONBANK,BHIM Union Bank UPI App,BARODAMPAY,BHIM Baroda PAY,33650,33650,0,Odisha,Tamil Nadu,Auto Loan,Used Car Loan,LateNight
1630,2020,10,0,Reversal,Successful,0,Suryoday Small Finance Bank,Bharatiya Mahila Bank,ALLBANK,BHIM Allbank UPI(Allahabad Bank),HSBC,HSBC Simple Pay,33848,44002,-10154,Tamil Nadu,Goa,Personal Loan,Unsecured Personal Loan,LateNight
1635,2021,5,0,Reversal,Successful,0,NKGSB Co-operative Bank,Dhanlaxmi Bank,HDFCBANKJD,JustDial,TJSB,Tranzapp ?UPI(TJSB),87216,87216,0,Odisha,Kerala,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1639,2020,5,0,Reversal,Successful,0,Indian Bank,Canara Bank,OKSBI,Google Pay,HDFCBANK,HDFC Bank Mobilebanking,6034,6034,0,Tamil Nadu,Punjab,Debit Card,Standard Debit Card,LateNight
1640,2021,2,0,Reversal,Successful,0,UCO Bank,Jana Small Finance Bank,COSMOS,COSMOS,TJSB,Tranzapp ?UPI(TJSB),14178,14178,0,Odisha,Maharashtra,Overdraft,Personal Overdraft,LateNight
1644,2021,2,0,Reversal,Successful,0,UCO Bank,Jana Small Finance Bank,COSMOS,COSMOS,TJSB,Tranzapp ?UPI(TJSB),14178,14178,0,Odisha,Maharashtra,Overdraft,Personal Overdraft,LateNight
1705,2021,2,0,Reversal,Successful,0,UCO Bank,Jana Small Finance Bank,COSMOS,COSMOS,TJSB,Tranzapp ?UPI(TJSB),14178,14178,0,Odisha,Maharashtra,Overdraft,Personal Overdraft,LateNight
1741,2022,9,0,Reversal,Successful,0,Bank of India,Syndicate Bank,JUPITERAXIS,Jupiter Axis,OKHDFCBANK,Google Pay,96992,96992,0,Goa,Madhya Pradesh,Debit Card,Standard Debit Card,LateNight
1747,2022,9,0,Reversal,Successful,0,Bank of India,Syndicate Bank,JUPITERAXIS,Jupiter Axis,OKHDFCBANK,Google Pay,96992,96992,0,Goa,Madhya Pradesh,Debit Card,Standard Debit Card,LateNight
1769,2022,9,0,Reversal,Successful,0,Bank of India,Syndicate Bank,JUPITERAXIS,Jupiter Axis,OKHDFCBANK,Google Pay,96992,96992,0,Goa,Madhya Pradesh,Debit Card,Standard Debit Card,LateNight
1787,2020,12,0,Reversal,Successful,0,Nainital Bank,Allahabad Bank,SC,Standard Chartered UPI,YAPL,AmazonPay,54180,54180,0,West Bengal,Bihar,Auto Loan,New Car Loan,LateNight
1804,2022,4,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Shamrao Vithal Co-operative Bank,IPPB,India Post Payments Bank,ESAF,ESAF,59066,59066,0,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1805,2021,4,0,Reversal,Successful,0,United Bank of India,Allahabad Bank,PINGPAY,Samsung Pay,APL,AmazonPay,84222,84222,0,West Bengal,Goa,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1815,2022,11,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Tamilnad Mercantile Bank,WAHDFCBANK,WhatsApp Pay,UCOBANK,BHIM UCO UPI,10880,10880,0,Haryana,Haryana,Personal Loan,Unsecured Personal Loan,LateNight
1818,2022,11,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Tamilnad Mercantile Bank,WAHDFCBANK,WhatsApp Pay,UCOBANK,BHIM UCO UPI,10880,14144,-3264,Haryana,Haryana,Personal Loan,Unsecured Personal Loan,LateNight
1829,2020,12,0,Reversal,Successful,0,Nainital Bank,Allahabad Bank,SC,Standard Chartered UPI,YAPL,AmazonPay,54180,54180,0,West Bengal,Bihar,Auto Loan,New Car Loan,LateNight
1830,2021,4,0,Reversal,Successful,0,United Bank of India,Allahabad Bank,PINGPAY,Samsung Pay,APL,AmazonPay,84222,84222,0,West Bengal,Goa,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1840,2022,4,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Shamrao Vithal Co-operative Bank,IPPB,India Post Payments Bank,ESAF,ESAF,59066,59066,0,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1847,2022,11,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Tamilnad Mercantile Bank,WAHDFCBANK,WhatsApp Pay,UCOBANK,BHIM UCO UPI,10880,14144,-3264,Haryana,Haryana,Personal Loan,Unsecured Personal Loan,LateNight
1856,2020,12,0,Reversal,Successful,0,Nainital Bank,Allahabad Bank,SC,Standard Chartered UPI,YAPL,AmazonPay,54180,54180,0,West Bengal,Bihar,Auto Loan,New Car Loan,LateNight
1857,2021,4,0,Reversal,Successful,0,United Bank of India,Allahabad Bank,PINGPAY,Samsung Pay,APL,AmazonPay,84222,84222,0,West Bengal,Goa,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1863,2022,4,0,Reversal,Successful,0,DCB Bank (Development Credit Bank),Shamrao Vithal Co-operative Bank,IPPB,India Post Payments Bank,ESAF,ESAF,59066,59066,0,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),LateNight
1868,2022,1,0,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Lakshmi Vilas Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),AXISBANK,BHIM Axis Pay UPI App,32328,32328,0,Jharkhand,Haryana,Credit Card,Rewards Credit Card,LateNight
1870,2022,1,0,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Lakshmi Vilas Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),AXISBANK,BHIM Axis Pay UPI App,32328,32328,0,Jharkhand,Haryana,Credit Card,Rewards Credit Card,LateNight
1872,2021,10,0,Reversal,Failed,U66,Karur Vysya Bank,IndusInd Bank,UNIONBANK,BHIM Union Bank UPI App,IBL,PhonePe,17472,17472,0,Gujarat,Kerala,Credit Card,Rewards Credit Card,LateNight
1898,2022,7,0,Reversal,Successful,0,Bank of India,Corporation Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),BOI,BHIM BOI? UPI,81768,81768,0,Odisha,Andhra Pradesh,Credit Card,Balance Transfer Credit Card,LateNight
1902,2022,7,0,Reversal,Successful,0,Bank of India,Corporation Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),BOI,BHIM BOI? UPI,81768,81768,0,Odisha,Andhra Pradesh,Credit Card,Balance Transfer Credit Card,LateNight
1912,2021,10,0,Reversal,Failed,U66,Karur Vysya Bank,IndusInd Bank,UNIONBANK,BHIM Union Bank UPI App,IBL,PhonePe,17472,22713,-5241,Gujarat,Kerala,Credit Card,Rewards Credit Card,LateNight
1934,2022,7,0,Reversal,Successful,0,Bank of India,Corporation Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),BOI,BHIM BOI? UPI,81768,81768,0,Odisha,Andhra Pradesh,Credit Card,Balance Transfer Credit Card,LateNight
1936,2022,1,0,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Lakshmi Vilas Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),AXISBANK,BHIM Axis Pay UPI App,32328,32328,0,Jharkhand,Haryana,Credit Card,Rewards Credit Card,LateNight
1941,2021,10,0,Reversal,Failed,U66,Karur Vysya Bank,IndusInd Bank,UNIONBANK,BHIM Union Bank UPI App,IBL,PhonePe,17472,22713,-5241,Gujarat,Kerala,Credit Card,Rewards Credit Card,LateNight
1958,2020,11,0,Reversal,Successful,0,City Union Bank,Kotak Mahindra Bank,FBL,Cointab,YESBANK,BHIM YES Pay,66352,66352,0,Uttar Pradesh,Tamil Nadu,Credit Card,Rewards Credit Card,LateNight
1959,2022,11,0,Reversal,Successful,0,Fincare Small Finance Bank,Fincare Small Finance Bank,POSTBANK,India Post Payments Bank,CSBPAY,CSB UPI,37434,37434,0,Rajasthan,Odisha,Overdraft,Business Overdraft,LateNight
1968,2022,7,0,Reversal,Successful,0,North East Small Finance Bank,Axis Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),IDBI,BHIM PAyWIZ by IDBI Bank,44610,44610,0,Goa,Rajasthan,Auto Loan,Used Car Loan,LateNight
1978,2020,12,0,Reversal,Successful,0,Madhya Bihar Gramin Bank,Andhra Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),ALLBANK,BHIM Allbank UPI(Allahabad Bank),29524,29524,0,Andhra Pradesh,Goa,Overdraft,Business Overdraft,LateNight
2009,2020,11,0,Reversal,Successful,0,City Union Bank,Kotak Mahindra Bank,FBL,Cointab,YESBANK,BHIM YES Pay,66352,86257,-19905,Uttar Pradesh,Tamil Nadu,Credit Card,Rewards Credit Card,LateNight
2010,2022,11,0,Reversal,Successful,0,Fincare Small Finance Bank,Fincare Small Finance Bank,POSTBANK,India Post Payments Bank,CSBPAY,CSB UPI,37434,48664,-11230,Rajasthan,Odisha,Overdraft,Business Overdraft,LateNight
2019,2020,12,0,Reversal,Successful,0,Madhya Bihar Gramin Bank,Andhra Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),ALLBANK,BHIM Allbank UPI(Allahabad Bank),29524,29524,0,Andhra Pradesh,Goa,Overdraft,Business Overdraft,LateNight
2022,2022,7,0,Reversal,Successful,0,North East Small Finance Bank,Axis Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),IDBI,BHIM PAyWIZ by IDBI Bank,44610,44610,0,Goa,Rajasthan,Auto Loan,Used Car Loan,LateNight
2041,2020,11,0,Reversal,Successful,0,City Union Bank,Kotak Mahindra Bank,FBL,Cointab,YESBANK,BHIM YES Pay,66352,86257,-19905,Uttar Pradesh,Tamil Nadu,Credit Card,Rewards Credit Card,LateNight
2042,2022,11,0,Reversal,Successful,0,Fincare Small Finance Bank,Fincare Small Finance Bank,POSTBANK,India Post Payments Bank,CSBPAY,CSB UPI,37434,48664,-11230,Rajasthan,Odisha,Overdraft,Business Overdraft,LateNight
2051,2020,12,0,Reversal,Successful,0,Madhya Bihar Gramin Bank,Andhra Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),ALLBANK,BHIM Allbank UPI(Allahabad Bank),29524,29524,0,Andhra Pradesh,Goa,Overdraft,Business Overdraft,LateNight
2055,2022,7,0,Reversal,Successful,0,North East Small Finance Bank,Axis Bank,MAHB,BHIM Maha UPI(Bank of Maharashtra),IDBI,BHIM PAyWIZ by IDBI Bank,44610,44610,0,Goa,Rajasthan,Auto Loan,Used Car Loan,LateNight
2057,2023,8,0,Reversal,Successful,0,Karur Vysya Bank,Karnataka Bank,UBOI,BHIM Union Bank UPI App,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),33634,33634,0,Haryana,Goa,Overdraft,Personal Overdraft,LateNight
2083,2023,8,0,Reversal,Successful,0,Karur Vysya Bank,Karnataka Bank,UBOI,BHIM Union Bank UPI App,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),33634,35257,-1623,Haryana,Goa,Overdraft,Personal Overdraft,LateNight
2116,2023,8,0,Reversal,Successful,0,Karur Vysya Bank,Karnataka Bank,UBOI,BHIM Union Bank UPI App,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),33634,35257,-1623,Haryana,Goa,Overdraft,Personal Overdraft,LateNight
2144,2020,2,0,Reversal,Successful,0,City Union Bank,City Union Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,UTKARSHBANK,UTKARSHBANK,53570,53570,0,West Bengal,Goa,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2153,2020,5,0,Reversal,Successful,0,Oriental Bank of Commerce,Nainital Bank,ALLBANK,BHIM Allbank UPI(Allahabad Bank),IDFCFIRSTBANK,IDFC Bank BHIM UPI App,5216,5216,0,Andhra Pradesh,Goa,Credit Card,Secured Credit Card,LateNight
2176,2020,2,0,Reversal,Successful,0,City Union Bank,City Union Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,UTKARSHBANK,UTKARSHBANK,53570,53570,0,West Bengal,Goa,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2187,2020,5,0,Reversal,Successful,0,Oriental Bank of Commerce,Nainital Bank,ALLBANK,BHIM Allbank UPI(Allahabad Bank),IDFCFIRSTBANK,IDFC Bank BHIM UPI App,5216,5216,0,Andhra Pradesh,Goa,Credit Card,Secured Credit Card,LateNight
2204,2020,2,0,Reversal,Successful,0,City Union Bank,City Union Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,UTKARSHBANK,UTKARSHBANK,53570,53570,0,West Bengal,Goa,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2215,2020,5,0,Reversal,Successful,0,Oriental Bank of Commerce,Nainital Bank,ALLBANK,BHIM Allbank UPI(Allahabad Bank),IDFCFIRSTBANK,IDFC Bank BHIM UPI App,5216,5216,0,Andhra Pradesh,Goa,Credit Card,Secured Credit Card,LateNight
2231,2022,6,0,Reversal,Successful,0,Karur Vysya Bank,North East Small Finance Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,93336,93336,0,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,LateNight
2257,2022,6,0,Reversal,Successful,0,Karur Vysya Bank,North East Small Finance Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,93336,93336,0,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,LateNight
2258,2022,6,0,Reversal,Successful,0,Karur Vysya Bank,North East Small Finance Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,93336,93336,0,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,LateNight
2437,2021,11,0,Reversal,Successful,0,South Indian Bank,HDFC Bank,DB,BHIM Dena UPI,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,48768,48768,0,Gujarat,Andhra Pradesh,Credit Card,Secured Credit Card,LateNight
2442,2020,10,0,Reversal,Successful,0,Suryoday Small Finance Bank,Allahabad Bank,ABFSPAY,Bajaj Finserv,TIMECOSMOS,TIMECOSMOS,27516,27516,0,Goa,Jharkhand,Home Loan,Fixed-Rate Mortgage,LateNight
2445,2022,11,0,Reversal,Successful,0,IDFC First Bank,ESAF Small Finance Bank,WAHDFCBANK,WhatsApp Pay,SC,Standard Chartered UPI,68226,68226,0,Tamil Nadu,Punjab,Line of Credit,Personal Line of Credit,LateNight
2456,2021,11,0,Reversal,Successful,0,South Indian Bank,HDFC Bank,DB,BHIM Dena UPI,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,48768,63398,-14630,Gujarat,Andhra Pradesh,Credit Card,Secured Credit Card,LateNight
2462,2020,10,0,Reversal,Successful,0,Suryoday Small Finance Bank,Allahabad Bank,ABFSPAY,Bajaj Finserv,TIMECOSMOS,TIMECOSMOS,27516,35770,-8254,Goa,Jharkhand,Home Loan,Fixed-Rate Mortgage,LateNight
2465,2022,11,0,Reversal,Successful,0,IDFC First Bank,ESAF Small Finance Bank,WAHDFCBANK,WhatsApp Pay,SC,Standard Chartered UPI,68226,88693,-20467,Tamil Nadu,Punjab,Line of Credit,Personal Line of Credit,LateNight
2477,2021,11,0,Reversal,Successful,0,South Indian Bank,HDFC Bank,DB,BHIM Dena UPI,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,48768,63398,-14630,Gujarat,Andhra Pradesh,Credit Card,Secured Credit Card,LateNight
2483,2020,10,0,Reversal,Successful,0,Suryoday Small Finance Bank,Allahabad Bank,ABFSPAY,Bajaj Finserv,TIMECOSMOS,TIMECOSMOS,27516,35770,-8254,Goa,Jharkhand,Home Loan,Fixed-Rate Mortgage,LateNight
2488,2022,11,0,Reversal,Successful,0,IDFC First Bank,ESAF Small Finance Bank,WAHDFCBANK,WhatsApp Pay,SC,Standard Chartered UPI,68226,88693,-20467,Tamil Nadu,Punjab,Line of Credit,Personal Line of Credit,LateNight
2498,2023,9,2,Reversal,Successful,0,AU Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,WASBI,WhatsApp Pay,27170,27170,0,Rajasthan,Andhra Pradesh,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2514,2021,7,2,Reversal,Successful,0,Jammu & Kashmir Bank,Indian Bank,WASBI,WhatsApp Pay,SC,Standard Chartered UPI,88896,88896,0,Haryana,Jammu and Kashmir,Personal Loan,Secured Personal Loan,LateNight
2531,2021,7,2,Reversal,Successful,0,Jammu & Kashmir Bank,Indian Bank,WASBI,WhatsApp Pay,SC,Standard Chartered UPI,88896,88896,0,Haryana,Jammu and Kashmir,Personal Loan,Secured Personal Loan,LateNight
2542,2023,9,2,Reversal,Successful,0,AU Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,WASBI,WhatsApp Pay,27170,28481,-1311,Rajasthan,Andhra Pradesh,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2555,2021,7,2,Reversal,Successful,0,Jammu & Kashmir Bank,Indian Bank,WASBI,WhatsApp Pay,SC,Standard Chartered UPI,88896,88896,0,Haryana,Jammu and Kashmir,Personal Loan,Secured Personal Loan,LateNight
2573,2023,9,2,Reversal,Successful,0,AU Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,WASBI,WhatsApp Pay,27170,28481,-1311,Rajasthan,Andhra Pradesh,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2588,2022,6,2,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),KVB,BHIM KVB Pay,CSBPAY,CSB UPI,83216,83216,0,Bihar,Bihar,Overdraft,Business Overdraft,LateNight
2596,2020,3,2,Reversal,Successful,0,Yes Bank,Karnataka Bank,FBL,Cointab,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),8712,8712,0,Gujarat,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2599,2019,4,2,Reversal,Successful,0,Corporation Bank,Karur Vysya Bank,IBL,PhonePe,CENTRALBANK,BHIM Cent UPI(Central Bank of India),68938,68938,0,Odisha,Kerala,Personal Loan,Unsecured Personal Loan,LateNight
2605,2021,3,2,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,WAICICI,WhatsApp Pay,FBPE,BHIM LOTZA UPI Payments APP(Federal Bank),25296,25296,0,Jammu and Kashmir,Uttar Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
2613,2023,11,2,Reversal,Successful,0,Nainital Bank,Punjab National Bank (PNB),JANABANK,JANABANK,ICICI,ICICI iMobile,90900,90900,0,Tamil Nadu,Rajasthan,Debit Card,Prepaid Debit Card,LateNight
2616,2022,10,2,Reversal,Successful,0,Equitas Small Finance Bank,Karnataka Bank,CUB,City Union Bank UPI,UPI,BHIM UPI APP,42504,42504,0,Kerala,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2654,2019,4,2,Reversal,Successful,0,Corporation Bank,Karur Vysya Bank,IBL,PhonePe,CENTRALBANK,BHIM Cent UPI(Central Bank of India),68938,68938,0,Odisha,Kerala,Personal Loan,Unsecured Personal Loan,LateNight
2662,2022,6,2,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),KVB,BHIM KVB Pay,CSBPAY,CSB UPI,83216,83216,0,Bihar,Bihar,Overdraft,Business Overdraft,LateNight
2669,2023,11,2,Reversal,Successful,0,Nainital Bank,Punjab National Bank (PNB),JANABANK,JANABANK,ICICI,ICICI iMobile,90900,123883,-32983,Tamil Nadu,Rajasthan,Debit Card,Prepaid Debit Card,LateNight
2673,2020,3,2,Reversal,Successful,0,Yes Bank,Karnataka Bank,FBL,Cointab,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),8712,8712,0,Gujarat,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2680,2019,4,2,Reversal,Successful,0,Corporation Bank,Karur Vysya Bank,IBL,PhonePe,CENTRALBANK,BHIM Cent UPI(Central Bank of India),68938,68938,0,Odisha,Kerala,Personal Loan,Unsecured Personal Loan,LateNight
2686,2021,3,2,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,WAICICI,WhatsApp Pay,FBPE,BHIM LOTZA UPI Payments APP(Federal Bank),25296,25296,0,Jammu and Kashmir,Uttar Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
2689,2022,10,2,Reversal,Successful,0,Equitas Small Finance Bank,Karnataka Bank,CUB,City Union Bank UPI,UPI,BHIM UPI APP,42504,55255,-12751,Kerala,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2713,2022,6,2,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),KVB,BHIM KVB Pay,CSBPAY,CSB UPI,83216,83216,0,Bihar,Bihar,Overdraft,Business Overdraft,LateNight
2720,2023,11,2,Reversal,Successful,0,Nainital Bank,Punjab National Bank (PNB),JANABANK,JANABANK,ICICI,ICICI iMobile,90900,123883,-32983,Tamil Nadu,Rajasthan,Debit Card,Prepaid Debit Card,LateNight
2724,2020,3,2,Reversal,Successful,0,Yes Bank,Karnataka Bank,FBL,Cointab,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),8712,8712,0,Gujarat,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2730,2022,10,2,Reversal,Successful,0,Equitas Small Finance Bank,Karnataka Bank,CUB,City Union Bank UPI,UPI,BHIM UPI APP,42504,55255,-12751,Kerala,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),LateNight
2734,2021,3,2,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,WAICICI,WhatsApp Pay,FBPE,BHIM LOTZA UPI Payments APP(Federal Bank),25296,25296,0,Jammu and Kashmir,Uttar Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
2747,2023,2,2,Reversal,Successful,0,Bank of India,Baroda Gujarat Gramin Bank,INDUS,BHIM Indus Pay,BANDHAN,Bandhan Bank UPI,11142,11142,0,Andhra Pradesh,Himachal Pradesh,Auto Loan,Used Car Loan,LateNight
2755,2022,3,2,Reversal,Successful,0,Capital Small Finance Bank,IndusInd Bank,CSBPAY,CSB UPI,ANDB,Bhim Andhra Bank One- UPI App,76592,76592,0,Odisha,Tamil Nadu,Line of Credit,Personal Line of Credit,LateNight
2769,2022,11,2,Reversal,Successful,0,AU Small Finance Bank,Bandhan Bank,PAYTM,Paytm UPI App,MAHB,BHIM Maha UPI(Bank of Maharashtra),77154,77154,0,Haryana,Goa,Credit Card,Rewards Credit Card,LateNight
2772,2022,3,2,Reversal,Successful,0,Capital Small Finance Bank,IndusInd Bank,CSBPAY,CSB UPI,ANDB,Bhim Andhra Bank One- UPI App,76592,76592,0,Odisha,Tamil Nadu,Line of Credit,Personal Line of Credit,LateNight
2813,2022,3,2,Reversal,Successful,0,Capital Small Finance Bank,IndusInd Bank,CSBPAY,CSB UPI,ANDB,Bhim Andhra Bank One- UPI App,76592,76592,0,Odisha,Tamil Nadu,Line of Credit,Personal Line of Credit,LateNight
2842,2023,2,2,Reversal,Successful,0,Bank of India,Baroda Gujarat Gramin Bank,INDUS,BHIM Indus Pay,BANDHAN,Bandhan Bank UPI,11142,11678,-536,Andhra Pradesh,Himachal Pradesh,Auto Loan,Used Car Loan,LateNight
2864,2022,11,2,Reversal,Successful,0,AU Small Finance Bank,Bandhan Bank,PAYTM,Paytm UPI App,MAHB,BHIM Maha UPI(Bank of Maharashtra),77154,100300,-23146,Haryana,Goa,Credit Card,Rewards Credit Card,LateNight
2902,2023,2,2,Reversal,Successful,0,Bank of India,Baroda Gujarat Gramin Bank,INDUS,BHIM Indus Pay,BANDHAN,Bandhan Bank UPI,11142,11678,-536,Andhra Pradesh,Himachal Pradesh,Auto Loan,Used Car Loan,LateNight
2929,2022,11,2,Reversal,Successful,0,AU Small Finance Bank,Bandhan Bank,PAYTM,Paytm UPI App,MAHB,BHIM Maha UPI(Bank of Maharashtra),77154,100300,-23146,Haryana,Goa,Credit Card,Rewards Credit Card,LateNight
2942,2019,12,2,Reversal,Cancelled,M16,Madhya Bihar Gramin Bank,Allahabad Bank,YESBANK,BHIM YES Pay,TJSB,Tranzapp ?UPI(TJSB),63178,63178,0,Tamil Nadu,Jammu and Kashmir,Debit Card,Prepaid Debit Card,LateNight
2950,2020,6,2,Reversal,Successful,0,Punjab & Sind Bank,Axis Bank,IMOBILE,ICICI iMobile,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),25122,25122,0,Uttarakhand,West Bengal,Personal Loan,Unsecured Personal Loan,LateNight
2953,2019,7,2,Reversal,Successful,0,Fincare Small Finance Bank,Karnataka Bank,EQUITAS,Equitas UPI,UBOI,BHIM Union Bank UPI App,79538,79538,0,Andhra Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,LateNight
2954,2019,12,2,Reversal,Cancelled,M16,Madhya Bihar Gramin Bank,Allahabad Bank,YESBANK,BHIM YES Pay,TJSB,Tranzapp ?UPI(TJSB),63178,63178,0,Tamil Nadu,Jammu and Kashmir,Debit Card,Prepaid Debit Card,LateNight
2959,2020,3,2,Reversal,Successful,0,HDFC Bank,Andhra Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),AIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,45248,45248,0,Kerala,Uttar Pradesh,Auto Loan,Used Car Loan,LateNight
2963,2019,9,2,Reversal,Successful,0,Syndicate Bank,Axis Bank,JPB,MyJio (Jio Payments Bank),WAHDFCBANK,WhatsApp Pay,32816,32816,0,Tamil Nadu,Tamil Nadu,Overdraft,Business Overdraft,LateNight
2968,2021,3,2,Reversal,Successful,0,State Bank of India (SBI),Kotak Mahindra Bank,IPPB,India Post Payments Bank,FBL,Cointab,73936,73936,0,Haryana,Goa,Auto Loan,Used Car Loan,LateNight
2974,2022,1,2,Reversal,Successful,0,Nainital Bank,Central Bank of India,IDFCNETC,IDFC Bank BHIM UPI App,OKICICI,Google Pay,34640,34640,0,Rajasthan,Punjab,Overdraft,Personal Overdraft,LateNight
3017,2022,1,2,Reversal,Successful,0,Nainital Bank,Central Bank of India,IDFCNETC,IDFC Bank BHIM UPI App,OKICICI,Google Pay,34640,34640,0,Rajasthan,Punjab,Overdraft,Personal Overdraft,LateNight
3028,2019,7,2,Reversal,Successful,0,Fincare Small Finance Bank,Karnataka Bank,EQUITAS,Equitas UPI,UBOI,BHIM Union Bank UPI App,79538,79538,0,Andhra Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,LateNight
